Recency,Frequency,Monetary,Cluster,Segment
65,1,354.15,3,At Risk
310,2,426.79,1,Regular
309,1,393.49,1,Regular
19,6,939.32,3,At Risk
16,8,1906.09,3,At Risk
96,2,318.76,3,At Risk
264,11,3466.67,1,Regular
12,14,3127.82,3,At Risk
3,2,421.52,3,At Risk
35,1,190.88,3,At Risk
183,1,149.89000000000001,1,Regular
25,2,550.06,3,At Risk
13,6,916.13,3,At Risk
11,2,314.69,3,At Risk
3,17,3744.65,3,At Risk
313,2,379.95,1,Regular
108,2,1135.04,3,At Risk
1,30,8628.55,0,High Value
53,1,954.9,3,At Risk
205,1,171.45,1,Regular
15,1,282.19,3,At Risk
120,1,318.65,3,At Risk
4,2,384.52,3,At Risk
363,1,283.28000000000003,1,Regular
117,2,353.86,3,At Risk
18,1,178.26,3,At Risk
5,2,272.44,3,At Risk
41,2,298.41,3,At Risk
107,2,240.0,3,At Risk
148,2,603.37,1,Regular
52,5,1253.3600000000001,3,At Risk
208,1,63.440000000000005,1,Regular
139,2,562.9,3,At Risk
2,3,310.64,3,At Risk
127,2,317.62,3,At Risk
108,4,763.64,3,At Risk
42,5,2144.53,3,At Risk
35,1,111.97999999999999,3,At Risk
228,2,1065.3500000000001,1,Regular
241,1,246.04,1,Regular
58,1,187.82999999999998,3,At Risk
130,3,1703.41,3,At Risk
60,7,1641.68,3,At Risk
22,1,153.92,3,At Risk
26,7,1064.11,3,At Risk
9,7,1419.73,3,At Risk
32,4,936.16,3,At Risk
4,2,525.24,3,At Risk
308,1,550.8000000000001,1,Regular
8,9,1875.1100000000001,3,At Risk
29,3,556.95,3,At Risk
17,1,131.78,3,At Risk
101,2,498.42,3,At Risk
12,4,669.11,3,At Risk
21,1,197.63,3,At Risk
15,6,1119.93,3,At Risk
361,1,250.04,1,Regular
11,21,8600.73,0,High Value
365,1,-152.64000000000001,1,Regular
95,1,82.75,3,At Risk
78,2,1384.85,3,At Risk
139,3,644.3,3,At Risk
18,2,2288.13,3,At Risk
25,11,2514.76,3,At Risk
1,43,6204.46,0,High Value
46,5,2524.02,3,At Risk
100,3,1200.6200000000001,3,At Risk
8,2,700.86,3,At Risk
15,9,908.99,3,At Risk
18,4,990.23,3,At Risk
280,1,96.8,1,Regular
14,2,523.11,3,At Risk
23,2,363.9,3,At Risk
124,1,175.2,3,At Risk
86,1,494.25,3,At Risk
301,3,306.6,1,Regular
151,7,1944.32,3,At Risk
17,10,6612.18,3,At Risk
94,2,243.36,3,At Risk
9,16,11891.18,0,High Value
157,3,781.36,1,Regular
355,1,193.64,1,Regular
46,1,160.57,3,At Risk
15,4,537.74,3,At Risk
4,16,2611.58,3,At Risk
86,1,228.96,3,At Risk
15,5,1159.52,3,At Risk
179,1,110.75,1,Regular
8,5,1256.19,3,At Risk
36,3,587.15,3,At Risk
129,2,1740.0,3,At Risk
51,1,1393.06,3,At Risk
312,1,178.22,1,Regular
24,2,388.14,3,At Risk
303,2,365.85,1,Regular
11,1,127.86,3,At Risk
17,3,585.79,3,At Risk
49,3,488.2,3,At Risk
239,2,312.23,1,Regular
1,12,4455.73,3,At Risk
13,8,4801.56,3,At Risk
238,1,168.4,1,Regular
23,9,1349.52,3,At Risk
73,4,446.18,3,At Risk
17,3,423.89,3,At Risk
41,8,1342.68,3,At Risk
40,4,646.92,3,At Risk
219,2,495.77,1,Regular
190,4,372.5,1,Regular
71,2,203.2,3,At Risk
24,21,3925.92,0,High Value
11,1,404.66,3,At Risk
9,30,20272.43,0,High Value
65,1,65.4,3,At Risk
4,1,199.29,3,At Risk
19,2,336.4,3,At Risk
15,1,261.11,3,At Risk
8,6,2686.42,3,At Risk
20,2,784.11,3,At Risk
78,4,1259.56,3,At Risk
1,43,31300.079999999998,0,High Value
164,2,508.8,1,Regular
307,2,457.91,1,Regular
219,1,203.86999999999998,1,Regular
39,8,7330.8,3,At Risk
22,2,696.41,3,At Risk
115,3,653.38,3,At Risk
126,5,2129.96,3,At Risk
5,13,2633.85,3,At Risk
36,1,281.62,3,At Risk
4,18,30300.82,0,High Value
1,5,967.22,3,At Risk
330,5,1928.72,1,Regular
163,1,32.65,1,Regular
185,2,771.85,1,Regular
16,5,1214.72,3,At Risk
12,4,748.94,3,At Risk
3,7,1258.06,3,At Risk
44,2,778.0,3,At Risk
80,1,507.84,3,At Risk
30,9,6838.34,3,At Risk
42,2,463.46000000000004,3,At Risk
11,14,4200.97,3,At Risk
50,3,598.83,3,At Risk
16,10,1853.1299999999999,3,At Risk
45,4,663.63,3,At Risk
19,2,759.17,3,At Risk
4,7,5022.26,3,At Risk
72,1,100.8,3,At Risk
1,33,17078.45,0,High Value
121,4,512.12,3,At Risk
33,2,265.76,3,At Risk
313,1,403.3,1,Regular
18,2,365.76,3,At Risk
88,1,303.15999999999997,3,At Risk
2,9,2333.42,3,At Risk
2,2,216.29999999999998,3,At Risk
247,2,378.3,1,Regular
148,5,177.1,3,At Risk
29,10,2210.2599999999998,3,At Risk
220,1,534.24,1,Regular
148,3,2940.04,1,Regular
177,2,120.9,1,Regular
40,2,541.53,3,At Risk
145,1,-4287.63,1,Regular
2,8,2504.86,3,At Risk
8,55,187482.17,2,Occasional
1,10,1648.95,3,At Risk
18,2,486.71999999999997,3,At Risk
192,4,517.53,1,Regular
204,1,131.7,1,Regular
365,1,249.86,1,Regular
127,5,1737.7,3,At Risk
15,1,316.5,3,At Risk
43,2,657.3,3,At Risk
79,8,452.63,3,At Risk
23,3,757.46,3,At Risk
51,3,662.94,3,At Risk
16,6,1881.36,3,At Risk
158,1,289.96000000000004,1,Regular
10,2,763.28,3,At Risk
10,2,137.0,3,At Risk
16,6,1843.06,3,At Risk
45,5,1125.07,3,At Risk
191,3,710.29,1,Regular
79,1,194.37,3,At Risk
74,2,506.51,3,At Risk
4,5,1249.34,3,At Risk
65,3,414.04,3,At Risk
261,1,396.87,1,Regular
59,2,376.64,3,At Risk
1,11,1926.8799999999999,3,At Risk
1,11,3541.92,3,At Risk
248,1,374.57,1,Regular
8,2,497.56,3,At Risk
359,1,271.05,1,Regular
76,1,272.22,3,At Risk
290,1,622.88,1,Regular
17,3,1138.0,3,At Risk
221,2,288.6,1,Regular
9,4,689.1,3,At Risk
3,2,558.96,3,At Risk
206,10,2745.2799999999997,1,Regular
162,2,1145.84,1,Regular
70,2,294.29,3,At Risk
262,2,605.58,1,Regular
281,1,387.31,1,Regular
58,11,6100.74,3,At Risk
25,1,308.48,3,At Risk
3,46,88125.38,2,Occasional
29,11,2920.04,3,At Risk
72,1,513.2,3,At Risk
128,1,208.65,3,At Risk
31,4,639.02,3,At Risk
15,5,768.08,3,At Risk
309,1,153.94,1,Regular
17,7,1839.07,3,At Risk
54,1,546.81,3,At Risk
24,4,721.9599999999999,3,At Risk
2,5,1070.71,3,At Risk
11,4,652.74,3,At Risk
361,1,145.0,1,Regular
360,1,422.70000000000005,1,Regular
1,8,706.7,3,At Risk
54,6,888.86,3,At Risk
1,11,3540.1,3,At Risk
1,10,2385.0,3,At Risk
121,2,293.45,3,At Risk
54,1,223.36,3,At Risk
280,1,164.4,1,Regular
177,1,76.5,1,Regular
30,2,897.62,3,At Risk
26,1,98.42,3,At Risk
9,3,570.4,3,At Risk
270,1,170.75,1,Regular
43,3,645.96,3,At Risk
372,1,-11.8,1,Regular
218,3,-141.48,1,Regular
24,2,148.86,3,At Risk
197,3,267.16,1,Regular
359,1,306.84,1,Regular
43,6,909.96,3,At Risk
130,1,1487.6,3,At Risk
1,5,1952.45,3,At Risk
20,2,483.26,3,At Risk
206,1,157.9,1,Regular
14,3,541.46,3,At Risk
95,5,854.95,3,At Risk
19,1,167.62,3,At Risk
14,8,1107.38,3,At Risk
24,3,454.01,3,At Risk
8,2,901.21,3,At Risk
7,10,4012.56,3,At Risk
332,1,344.14,1,Regular
50,4,1498.51,3,At Risk
71,4,226.75000000000003,3,At Risk
29,4,362.9,3,At Risk
243,1,185.65,1,Regular
8,22,3457.78,0,High Value
191,2,124.74,1,Regular
5,4,440.2,3,At Risk
253,3,215.72,1,Regular
1,31,10736.11,0,High Value
236,1,175.27,1,Regular
7,3,1227.3,3,At Risk
109,4,1133.07,3,At Risk
100,3,1240.2,3,At Risk
60,4,2404.17,3,At Risk
2,3,1479.22,3,At Risk
73,8,2215.02,3,At Risk
4,6,3911.56,3,At Risk
85,2,993.18,3,At Risk
12,2,388.79,3,At Risk
23,7,2827.93,3,At Risk
214,1,2044.3700000000001,1,Regular
18,1,161.67000000000002,3,At Risk
239,1,116.00999999999999,1,Regular
2,8,5050.77,3,At Risk
50,5,-1165.3,3,At Risk
217,2,309.36,1,Regular
33,2,193.42,3,At Risk
41,6,1103.92,3,At Risk
4,19,3947.87,0,High Value
53,10,1992.76,3,At Risk
23,17,4509.37,3,At Risk
57,1,390.07,3,At Risk
130,3,329.6,3,At Risk
174,3,571.1999999999999,1,Regular
6,3,971.58,3,At Risk
312,1,218.52,1,Regular
60,1,81.44,3,At Risk
21,4,1336.1,3,At Risk
33,1,527.0500000000001,3,At Risk
15,2,843.48,3,At Risk
18,4,2047.0,3,At Risk
81,1,75.75,3,At Risk
6,9,1784.12,3,At Risk
170,2,503.59999999999997,1,Regular
2,3,528.33,3,At Risk
31,6,1242.34,3,At Risk
36,9,2361.9700000000003,3,At Risk
9,2,265.93,3,At Risk
31,2,547.0600000000001,3,At Risk
276,1,108.5,1,Regular
87,1,621.66,3,At Risk
120,2,712.29,3,At Risk
373,1,101.55,1,Regular
1,17,2768.98,3,At Risk
219,4,995.6600000000001,1,Regular
65,1,133.06,3,At Risk
61,5,1789.55,3,At Risk
135,2,861.74,3,At Risk
21,1,166.08,3,At Risk
12,14,3886.67,3,At Risk
25,18,4737.13,0,High Value
29,5,1175.88,3,At Risk
277,1,117.55,1,Regular
11,8,2571.7400000000002,3,At Risk
73,5,1674.69,3,At Risk
11,3,485.88,3,At Risk
4,14,2954.75,3,At Risk
141,1,196.0,3,At Risk
26,9,1788.27,3,At Risk
19,2,604.64,3,At Risk
4,2,728.16,3,At Risk
66,5,2055.51,3,At Risk
1,2,347.75,3,At Risk
43,7,3406.7200000000003,3,At Risk
228,1,205.7,1,Regular
16,6,1284.08,3,At Risk
44,4,3106.62,3,At Risk
1,7,1622.22,3,At Risk
74,2,551.04,3,At Risk
1,41,20098.1,0,High Value
4,7,1383.27,3,At Risk
2,43,16219.22,0,High Value
264,1,298.11,1,Regular
53,2,1992.1100000000001,3,At Risk
24,1,184.4,3,At Risk
10,7,2459.33,3,At Risk
44,1,239.41,3,At Risk
17,7,3191.53,3,At Risk
7,7,5739.46,3,At Risk
30,16,4748.45,3,At Risk
358,2,290.40000000000003,1,Regular
127,5,733.4399999999999,3,At Risk
136,3,187.02,3,At Risk
142,1,283.12,3,At Risk
132,2,765.34,3,At Risk
38,14,2201.05,3,At Risk
236,1,338.95,1,Regular
261,1,154.95,1,Regular
17,6,2508.89,3,At Risk
253,1,417.95,1,Regular
30,6,1719.72,3,At Risk
35,3,798.74,3,At Risk
169,2,885.19,1,Regular
3,10,1781.12,3,At Risk
4,22,10097.37,0,High Value
185,2,152.4,1,Regular
188,2,267.08,1,Regular
170,1,137.45,1,Regular
11,2,385.1,3,At Risk
45,1,522.91,3,At Risk
321,1,153.0,1,Regular
201,1,326.4,1,Regular
23,12,5505.79,3,At Risk
232,1,139.35,1,Regular
38,18,5367.8,0,High Value
26,4,1195.94,3,At Risk
96,6,2380.64,3,At Risk
127,6,3276.4000000000005,3,At Risk
58,4,995.6500000000001,3,At Risk
16,14,3371.13,3,At Risk
9,2,1042.55,3,At Risk
4,5,2515.68,3,At Risk
3,15,5288.83,3,At Risk
79,5,878.2,3,At Risk
373,1,303.97,1,Regular
39,2,692.19,3,At Risk
54,3,700.63,3,At Risk
2,19,13110.02,0,High Value
9,4,337.49,3,At Risk
9,2,168.24,3,At Risk
19,5,1863.35,3,At Risk
12,8,2786.05,3,At Risk
113,2,355.11,3,At Risk
4,7,2291.08,3,At Risk
235,2,98.8,1,Regular
100,2,64.65,3,At Risk
178,2,674.52,1,Regular
5,9,1797.57,3,At Risk
359,1,80.64,1,Regular
1,6,1739.92,3,At Risk
1,31,5585.49,0,High Value
19,8,3456.7000000000003,3,At Risk
17,3,834.99,3,At Risk
22,2,287.59,3,At Risk
33,1,712.78,3,At Risk
263,1,15.0,1,Regular
51,2,818.8199999999999,3,At Risk
159,3,371.88,1,Regular
15,1,271.2,3,At Risk
8,3,2273.1800000000003,3,At Risk
13,12,3960.63,3,At Risk
199,5,1143.27,1,Regular
57,2,245.81,3,At Risk
11,2,182.77,3,At Risk
97,5,1215.46,3,At Risk
255,1,56.4,1,Regular
25,3,665.86,3,At Risk
21,5,642.17,3,At Risk
159,2,188.02,1,Regular
72,2,283.47,3,At Risk
53,1,131.94,3,At Risk
85,2,278.74,3,At Risk
153,4,1865.19,1,Regular
74,2,1117.9,3,At Risk
281,1,225.9,1,Regular
27,14,1965.55,3,At Risk
30,1,106.1,3,At Risk
25,1,323.04,3,At Risk
180,2,350.39,1,Regular
40,4,697.9,3,At Risk
22,3,780.43,3,At Risk
22,11,3026.08,3,At Risk
37,9,1199.01,3,At Risk
82,4,1251.84,3,At Risk
74,1,512.31,3,At Risk
11,1,546.04,3,At Risk
16,15,4627.62,3,At Risk
4,51,7677.71,0,High Value
13,4,732.16,3,At Risk
14,7,1714.6,3,At Risk
37,4,36.56,3,At Risk
4,3,387.68,3,At Risk
72,8,3661.0699999999997,3,At Risk
191,2,-24.05,1,Regular
51,1,298.4,3,At Risk
5,5,1995.46,3,At Risk
9,9,1599.97,3,At Risk
299,1,889.24,1,Regular
2,3,398.7,3,At Risk
33,1,35.400000000000006,3,At Risk
50,1,155.37,3,At Risk
3,3,350.64,3,At Risk
47,1,110.21000000000001,3,At Risk
42,10,1560.53,3,At Risk
27,6,2312.7,3,At Risk
42,1,338.8,3,At Risk
2,169,40340.78,2,Occasional
303,1,205.48,1,Regular
107,1,51.559999999999995,3,At Risk
85,1,2033.1,3,At Risk
81,9,901.1999999999999,3,At Risk
218,4,605.8000000000001,1,Regular
302,35,5288.63,0,High Value
12,2,114.34,3,At Risk
185,2,311.26,1,Regular
373,1,208.97,1,Regular
2,6,1393.79,3,At Risk
3,25,26763.34,0,High Value
6,12,5155.66,3,At Risk
305,1,148.21,1,Regular
369,1,252.8,1,Regular
3,9,2059.2,3,At Risk
324,1,330.9,1,Regular
59,6,3160.0,3,At Risk
13,3,597.5,3,At Risk
31,27,10158.54,0,High Value
143,2,325.7,3,At Risk
30,8,622.75,3,At Risk
107,5,428.18,3,At Risk
2,13,1889.4,3,At Risk
205,1,155.9,1,Regular
80,6,1764.3600000000001,3,At Risk
185,7,658.26,1,Regular
170,1,237.61,1,Regular
44,1,379.45,3,At Risk
174,1,178.51999999999998,1,Regular
365,1,458.92,1,Regular
304,1,133.35000000000002,1,Regular
3,4,671.77,3,At Risk
4,4,717.45,3,At Risk
12,1,190.19,3,At Risk
32,3,899.61,3,At Risk
129,1,111.35,3,At Risk
19,10,525.78,3,At Risk
212,2,203.87,1,Regular
323,2,602.09,1,Regular
162,1,203.85999999999999,1,Regular
56,3,244.1,3,At Risk
225,1,112.25,1,Regular
72,8,1119.81,3,At Risk
44,1,98.0,3,At Risk
23,1,256.32,3,At Risk
173,4,541.1,1,Regular
85,2,152.06,3,At Risk
159,1,155.8,1,Regular
165,4,15.0,1,Regular
29,1,110.38,3,At Risk
21,2,178.92,3,At Risk
71,4,800.24,3,At Risk
247,1,72.9,1,Regular
374,1,243.28,1,Regular
9,1,366.23,3,At Risk
310,6,295.61,1,Regular
59,2,411.6,3,At Risk
4,1,336.43,3,At Risk
45,3,341.28,3,At Risk
88,1,1304.04,3,At Risk
4,17,4204.1,3,At Risk
64,4,826.52,3,At Risk
282,1,207.50000000000003,1,Regular
1,13,2894.33,3,At Risk
373,1,244.08,1,Regular
133,2,397.29,3,At Risk
45,2,212.54,3,At Risk
11,5,834.5,3,At Risk
36,5,1740.48,3,At Risk
134,2,408.36,3,At Risk
29,3,1331.57,3,At Risk
52,2,704.25,3,At Risk
138,2,145.79,3,At Risk
5,1,389.84,3,At Risk
9,7,4301.22,3,At Risk
160,1,99.14,1,Regular
49,14,1983.5800000000002,3,At Risk
131,1,304.56,3,At Risk
8,1,77.50000000000001,3,At Risk
233,2,149.57999999999998,1,Regular
37,1,176.68,3,At Risk
147,1,358.56000000000006,1,Regular
1,52,52750.84,0,High Value
72,4,472.12,3,At Risk
40,4,990.8400000000001,3,At Risk
5,16,2295.37,3,At Risk
199,4,557.3,1,Regular
249,1,12.75,1,Regular
66,1,111.68,3,At Risk
117,1,508.4599999999999,3,At Risk
171,1,73.78,1,Regular
21,39,1296.44,0,High Value
142,1,102.83,3,At Risk
32,2,471.7,3,At Risk
38,14,2622.57,3,At Risk
38,5,1098.43,3,At Risk
372,1,123.07,1,Regular
374,1,277.35,1,Regular
166,2,228.2,1,Regular
211,1,582.59,1,Regular
242,1,136.04,1,Regular
52,1,337.04,3,At Risk
25,3,740.79,3,At Risk
15,14,4393.61,3,At Risk
372,1,353.19,1,Regular
29,1,288.14,3,At Risk
365,1,300.91999999999996,1,Regular
36,5,737.81,3,At Risk
166,3,811.45,1,Regular
145,1,152.68,1,Regular
22,1,634.95,3,At Risk
56,1,20.8,3,At Risk
185,1,198.57,1,Regular
12,8,191.17000000000002,3,At Risk
237,3,630.84,1,Regular
225,2,93.35,1,Regular
122,6,629.6899999999999,3,At Risk
282,1,76.1,1,Regular
74,12,1511.3,3,At Risk
37,2,382.06,3,At Risk
12,2,417.23,3,At Risk
362,1,169.47,1,Regular
4,2,249.72,3,At Risk
23,1,444.68,3,At Risk
70,9,2116.19,3,At Risk
235,2,252.24,1,Regular
257,1,174.8,1,Regular
373,1,102.78999999999999,1,Regular
155,2,187.29,1,Regular
28,1,166.42,3,At Risk
4,1,120.03,3,At Risk
32,5,1483.56,3,At Risk
81,3,523.0,3,At Risk
108,2,122.14,3,At Risk
52,1,38.45,3,At Risk
36,1,668.11,3,At Risk
153,3,236.77999999999997,1,Regular
99,1,115.31,3,At Risk
4,3,220.7,3,At Risk
334,1,73.5,1,Regular
65,1,97.97,3,At Risk
22,2,422.88,3,At Risk
36,3,730.4,3,At Risk
32,3,405.62,3,At Risk
154,6,70.02,1,Regular
19,2,357.20000000000005,3,At Risk
12,22,4161.14,0,High Value
54,1,165.04999999999998,3,At Risk
25,3,559.51,3,At Risk
4,11,2085.65,3,At Risk
45,1,189.4,3,At Risk
203,2,172.29000000000002,1,Regular
359,1,74.4,1,Regular
66,2,297.07,3,At Risk
7,11,6752.14,3,At Risk
288,1,363.65,1,Regular
10,1,170.16,3,At Risk
9,4,296.71,3,At Risk
22,10,2119.41,3,At Risk
173,3,720.52,1,Regular
133,2,814.0,3,At Risk
6,15,2380.08,3,At Risk
75,1,318.0,3,At Risk
40,1,396.33,3,At Risk
289,1,101.69999999999999,1,Regular
26,7,2021.82,3,At Risk
258,2,453.0,1,Regular
155,2,-5.329070518200751e-15,1,Regular
114,13,3864.44,3,At Risk
374,1,489.6,1,Regular
23,14,2538.7200000000003,3,At Risk
8,11,2633.0099999999998,3,At Risk
217,2,336.13,1,Regular
45,4,3651.97,3,At Risk
19,2,1231.5,3,At Risk
36,3,343.45,3,At Risk
26,1,703.37,3,At Risk
16,2,87.52999999999999,3,At Risk
330,2,689.95,1,Regular
274,1,101.34,1,Regular
98,4,3770.1199999999994,3,At Risk
61,1,167.67000000000002,3,At Risk
2,12,9065.76,3,At Risk
93,5,2083.42,3,At Risk
82,7,3017.3,3,At Risk
313,2,580.0500000000001,1,Regular
12,3,911.15,3,At Risk
8,7,2692.85,3,At Risk
127,1,168.31,3,At Risk
11,2,223.65,3,At Risk
1,62,256438.49,2,Occasional
37,1,754.64,3,At Risk
38,1,113.48000000000002,3,At Risk
330,1,430.7,1,Regular
249,2,264.65,1,Regular
2,31,7925.32,0,High Value
19,2,206.05,3,At Risk
12,2,352.69,3,At Risk
369,1,76.32000000000001,1,Regular
290,1,220.1,1,Regular
68,8,1418.03,3,At Risk
26,1,320.72,3,At Risk
11,31,5595.77,0,High Value
368,1,181.12,1,Regular
214,1,111.15,1,Regular
149,2,673.1,1,Regular
8,6,1826.21,3,At Risk
24,2,589.4399999999999,3,At Risk
30,5,1141.34,3,At Risk
61,1,206.82999999999998,3,At Risk
19,3,348.73,3,At Risk
243,1,112.55000000000001,1,Regular
9,4,1045.74,3,At Risk
211,2,715.4999999999999,1,Regular
29,5,681.9100000000001,3,At Risk
63,4,761.83,3,At Risk
295,1,152.65,1,Regular
17,8,8393.22,3,At Risk
361,1,-35.400000000000006,1,Regular
151,4,1014.9,1,Regular
117,2,1000.16,3,At Risk
8,12,2888.75,3,At Risk
13,4,2861.55,3,At Risk
141,2,160.35000000000002,3,At Risk
46,2,179.33999999999997,3,At Risk
51,3,612.0799999999999,3,At Risk
32,3,566.58,3,At Risk
135,2,653.35,3,At Risk
3,2,399.19,3,At Risk
75,4,347.82,3,At Risk
13,2,734.94,3,At Risk
9,3,451.75,3,At Risk
301,1,530.15,1,Regular
57,2,638.0600000000001,3,At Risk
10,6,1612.79,3,At Risk
31,2,394.7,3,At Risk
177,1,302.46000000000004,1,Regular
4,6,1355.51,3,At Risk
176,9,1133.64,1,Regular
61,1,202.65,3,At Risk
33,3,980.31,3,At Risk
59,7,1208.51,3,At Risk
15,25,7490.17,0,High Value
87,4,2106.84,3,At Risk
7,1,104.0,3,At Risk
354,2,448.65,1,Regular
31,7,1314.17,3,At Risk
114,6,1573.41,3,At Risk
9,6,1793.17,3,At Risk
5,6,1843.75,3,At Risk
24,1,382.8,3,At Risk
218,6,600.52,1,Regular
15,1,49.8,3,At Risk
249,1,304.25,1,Regular
15,4,1998.49,3,At Risk
78,3,1084.34,3,At Risk
192,3,274.51,1,Regular
262,1,207.79999999999998,1,Regular
72,1,957.97,3,At Risk
151,3,212.96,1,Regular
64,2,896.0,3,At Risk
95,2,689.13,3,At Risk
4,21,5083.06,0,High Value
106,1,163.8,3,At Risk
200,3,1396.99,1,Regular
157,1,160.42000000000002,1,Regular
71,4,1979.3,3,At Risk
36,2,517.36,3,At Risk
29,1,139.10000000000002,3,At Risk
2,6,2621.38,3,At Risk
26,5,600.07,3,At Risk
326,1,248.42,1,Regular
237,1,232.48000000000002,1,Regular
89,1,299.34000000000003,3,At Risk
31,1,481.75,3,At Risk
29,2,621.75,3,At Risk
206,4,626.38,1,Regular
3,11,2019.77,3,At Risk
220,2,297.78000000000003,1,Regular
22,6,1033.31,3,At Risk
93,1,443.0,3,At Risk
2,27,6315.2300000000005,0,High Value
264,1,158.95000000000002,1,Regular
3,17,5361.02,0,High Value
39,14,5192.1,3,At Risk
218,1,93.75,1,Regular
50,3,769.2,3,At Risk
12,20,7276.900000000001,0,High Value
9,10,2716.6000000000004,3,At Risk
192,6,2066.17,1,Regular
82,5,582.47,3,At Risk
326,1,440.0,1,Regular
72,3,1796.48,3,At Risk
30,6,882.24,3,At Risk
3,5,987.1,3,At Risk
219,5,1561.6100000000001,1,Regular
46,1,422.58,3,At Risk
10,18,2058.09,3,At Risk
72,4,2232.4900000000002,3,At Risk
7,8,2507.56,3,At Risk
24,2,596.1,3,At Risk
114,4,783.02,3,At Risk
17,1,95.34,3,At Risk
301,2,342.92,1,Regular
87,1,4314.72,3,At Risk
51,2,526.67,3,At Risk
89,1,103.3,3,At Risk
355,1,-50.1,1,Regular
39,12,2265.38,3,At Risk
25,3,2338.6000000000004,3,At Risk
173,8,2595.0,1,Regular
43,2,324.24,3,At Risk
140,1,149.48,3,At Risk
23,4,1211.08,3,At Risk
72,2,801.51,3,At Risk
134,2,0.0,3,At Risk
358,2,138.9,1,Regular
38,3,238.95000000000002,3,At Risk
3,7,3064.78,3,At Risk
2,3,204.0,3,At Risk
18,2,1.7763568394002505e-15,3,At Risk
21,3,323.36,3,At Risk
58,2,97.63,3,At Risk
74,1,173.9,3,At Risk
278,1,180.60000000000002,1,Regular
181,1,80.82,1,Regular
8,3,176.6,3,At Risk
4,16,2094.88,3,At Risk
43,3,1837.28,3,At Risk
